raw_description,vat_code,cleaned_description,label
PAYMENT TO GOOGLE WORKSPACE LEEDS DIRECT,standard_rate,payment to google workspace leeds direct,3
Payment To Barclays Bank 4397  Ltd Ref-6614,exempt,payment to barclays bank 4397 ltd ref 6614,0
dd eon next  online,reduced_rate,dd eon next online,2
IZ *TRAINLINE ONLINE UK REF-4268,zero_rated,iz trainline online uk ref 4268,4
POS EDF ENERGY BRISTOL,reduced_rate,pos edf energy bristol,2
PAYMENT TO DIRECTOR DRAWINGS 238 ONLINE PLC,outside_scope,payment to director drawings 238 online plc,1
PAYMENT TO AA BREAKDOWN 1384  PLC REF-7969,exempt,payment to aa breakdown 1384 plc ref 7969,0
card quickbooks 8814  store ref-4394,standard_rate,card quickbooks 8814 store ref 4394,3
DD POST OFFICE  DIRECT,exempt,dd post office direct,0
Pos Quickbooks,standard_rate,pos quickbooks,3
Payment To Trainline  Store Ref-3042,zero_rated,payment to trainline store ref 3042,4
IZ *ALDI STORES 9340  STORE,zero_rated,iz aldi stores 9340 store,4
IZ *HSBC BANK FEES 9590  DIRECT,exempt,iz hsbc bank fees 9590 direct,0
Dd National Express 4138  Store,zero_rated,dd national express 4138 store,4
sq *deliveroo online plc,standard_rate,sq deliveroo online plc,3
CARD TESCO EXPRESS UK ONLINE,zero_rated,card tesco express uk online,4
POS DELIVEROO 8246  LTD,standard_rate,pos deliveroo 8246 ltd,3
IZ *AMAZON UK 5456 ONLINE LTD,standard_rate,iz amazon uk 5456 online ltd,3
Card Edf Energy 5971,reduced_rate,card edf energy 5971,2
DD BARCLAYS BANK 647  UK,exempt,dd barclays bank 647 uk,0
Sage Subscription Leeds Plc,standard_rate,sage subscription leeds plc,3
AMAZON EU  PLC REF-6047,standard_rate,amazon eu plc ref 6047,3
Payment To Hmrc Payments Leeds Store,outside_scope,payment to hmrc payments leeds store,1
SQ *HSBC BANK FEES 2726 ONLINE LTD REF-1653,exempt,sq hsbc bank fees 2726 online ltd ref 1653,0
PAYMENT TO QUICKBOOKS LONDON LTD,standard_rate,payment to quickbooks london ltd,3
DD TRAINLINE 7823  UK REF-9724,zero_rated,dd trainline 7823 uk ref 9724,4
sq *amazon eu 133  uk ref-1070,standard_rate,sq amazon eu 133 uk ref 1070,3
card barclays bank 9788  plc,exempt,card barclays bank 9788 plc,0
POS XERO SOFTWARE 4124  ONLINE,standard_rate,pos xero software 4124 online,3
Sainsburys  Uk,zero_rated,sainsburys uk,4
Payment To Microsoft 365  Ltd Ref-2900,standard_rate,payment to microsoft 365 ltd ref 2900,3
sq *tesco express 9038 london direct,zero_rated,sq tesco express 9038 london direct,4
payment to xero software 1650 bristol plc,standard_rate,payment to xero software 1650 bristol plc,3
POS INTRA ACCOUNT TRANSFER BRISTOL PLC,outside_scope,pos intra account transfer bristol plc,1
Payment To Amazon Eu 9461  Plc,standard_rate,payment to amazon eu 9461 plc,3
POS ADOBE CREATIVE 7236 ONLINE REF-1153,standard_rate,pos adobe creative 7236 online ref 1153,3
DD INTRA ACCOUNT TRANSFER 2438 BIRMINGHAM,outside_scope,dd intra account transfer 2438 birmingham,1
SQ *ROYAL MAIL,exempt,sq royal mail,0
PAYMENT TO QUICKBOOKS 6481 ONLINE STORE REF-4048,standard_rate,payment to quickbooks 6481 online store ref 4048,3
DD TFL TRAVEL UK PLC,zero_rated,dd tfl travel uk plc,4
Pos Sage Subscription 7468 Leeds Online,standard_rate,pos sage subscription 7468 leeds online,3
CARD HMRC PAYMENTS 655 UK PLC,outside_scope,card hmrc payments 655 uk plc,1
dd google workspace 1887 glasgow uk ref-1507,standard_rate,dd google workspace 1887 glasgow uk ref 1507,3
TFL TRAVEL MANCHESTER DIRECT REF-6332,zero_rated,tfl travel manchester direct ref 6332,4
POS ADOBE CREATIVE 868  REF-4709,standard_rate,pos adobe creative 868 ref 4709,3
Payment To Octopus Energy 1032  Online,reduced_rate,payment to octopus energy 1032 online,2
Iz *Tesco Stores 3133  Plc,zero_rated,iz tesco stores 3133 plc,4
DD INTRA ACCOUNT TRANSFER 4630  UK,outside_scope,dd intra account transfer 4630 uk,1
pos amazon kindle 6147  online,zero_rated,pos amazon kindle 6147 online,4
CARD AMAZON EU LEEDS DIRECT REF-7489,standard_rate,card amazon eu leeds direct ref 7489,3
03/19/2025 STAPLES INC #0392 STAPLES INC #0392 $58.84,standard_rate,03 19 2025 staples inc 0392 staples inc 0392 58 84,3
SQ *WESTMINSTER COUNCIL 7679  STORE,outside_scope,sq westminster council 7679 store,1
Card Deliveroo  Online Ref-3311,standard_rate,card deliveroo online ref 3311,3
SQ *HSBC BANK FEES  LTD REF-5184,exempt,sq hsbc bank fees ltd ref 5184,0
IZ *QUICKBOOKS ONLINE UK REF-9799,standard_rate,iz quickbooks online uk ref 9799,3
IZ *UBER EATS 5404 GLASGOW,standard_rate,iz uber eats 5404 glasgow,3
IZ *LIDL GB  PLC,zero_rated,iz lidl gb plc,4
IZ *PAYROLL TRANSFER 4722  DIRECT,outside_scope,iz payroll transfer 4722 direct,1
DD AMAZON EU 8551 LEEDS PLC,standard_rate,dd amazon eu 8551 leeds plc,3
payment to adobe creative glasgow store,standard_rate,payment to adobe creative glasgow store,3
DD UBER EATS 9975 LONDON STORE REF-8081,standard_rate,dd uber eats 9975 london store ref 8081,3
XERO SOFTWARE 5411 MANCHESTER STORE,standard_rate,xero software 5411 manchester store,3
SQ *LINKEDIN PREMIUM  ONLINE,standard_rate,sq linkedin premium online,3
BRITISH GAS 4738 MANCHESTER,reduced_rate,british gas 4738 manchester,2
CARD STATIONERY STATION 8074 GLASGOW DIRECT REF-7372,standard_rate,card stationery station 8074 glasgow direct ref 7372,3
DD TRAINLINE 2307 LEEDS PLC,zero_rated,dd trainline 2307 leeds plc,4
Payment To Post Office 2773 Online Ltd Ref-2663,exempt,payment to post office 2773 online ltd ref 2663,0
CARD POST OFFICE  REF-9105,exempt,card post office ref 9105,0
POS HMRC SHIPLEY  LTD,outside_scope,pos hmrc shipley ltd,1
CARD HMRC SHIPLEY 8053 GLASGOW ONLINE REF-4351,outside_scope,card hmrc shipley 8053 glasgow online ref 4351,1
LIDL GB BIRMINGHAM REF-9570,zero_rated,lidl gb birmingham ref 9570,4
CARD BOOTS UK 9808 BRISTOL REF-1841,standard_rate,card boots uk 9808 bristol ref 1841,3
SAGE SUBSCRIPTION LEEDS UK,standard_rate,sage subscription leeds uk,3
POS BARCLAYS BANK 6948  UK REF-1899,exempt,pos barclays bank 6948 uk ref 1899,0
PAYMENT TO TFL TRAVEL 5630  LTD,zero_rated,payment to tfl travel 5630 ltd,4
IZ *PAYROLL TRANSFER 561 ONLINE REF-8366,outside_scope,iz payroll transfer 561 online ref 8366,1
Dd Lner Tickets 6208 Glasgow Ltd,zero_rated,dd lner tickets 6208 glasgow ltd,4
CARD ASDA SUPERMARKET 3729  DIRECT REF-8145,zero_rated,card asda supermarket 3729 direct ref 8145,4
pos tesco express 1780 glasgow online ref-9452,zero_rated,pos tesco express 1780 glasgow online ref 9452,4
DD STATIONERY STATION 3710,standard_rate,dd stationery station 3710,3
Card Linkedin Premium 9169 Leeds Ltd,standard_rate,card linkedin premium 9169 leeds ltd,3
Pos Trainline  Online,zero_rated,pos trainline online,4
payment to uber eats 4589 leeds direct ref-9100,standard_rate,payment to uber eats 4589 leeds direct ref 9100,3
PAYMENT TO WATERSTONES 441 UK PLC,zero_rated,payment to waterstones 441 uk plc,4
FirstTrust Commercial Bank,standard_rate,firsttrust commercial bank,3
PAYMENT TO BRITISH GAS  REF-3244,reduced_rate,payment to british gas ref 3244,2
"2026-01-25 RENT - LOUISVILLE COMMERCIAL PROPERTIES 3,200.00 34,162.60",standard_rate,2026 01 25 rent louisville commercial properties 3 200 00 34 162 60,3
POS STATIONERY STATION 6902  UK REF-6176,standard_rate,pos stationery station 6902 uk ref 6176,3
IZ *XERO SOFTWARE  STORE,standard_rate,iz xero software store,3
DD TESCO STORES 3797 ONLINE LTD REF-7232,zero_rated,dd tesco stores 3797 online ltd ref 7232,4
IZ *HSBC BANK FEES 636 UK,exempt,iz hsbc bank fees 636 uk,0
POS ALDI STORES BIRMINGHAM LTD,zero_rated,pos aldi stores birmingham ltd,4
POS XERO SOFTWARE 9890 BRISTOL,standard_rate,pos xero software 9890 bristol,3
SQ *ADOBE CREATIVE  PLC,standard_rate,sq adobe creative plc,3
CARD BRITISH GAS 8669 GLASGOW LTD,reduced_rate,card british gas 8669 glasgow ltd,2
ALDI STORES 3189 LONDON UK,zero_rated,aldi stores 3189 london uk,4
payment to lner tickets 299 leeds uk,zero_rated,payment to lner tickets 299 leeds uk,4
pos quickbooks  direct,standard_rate,pos quickbooks direct,3
PAYMENT TO POST OFFICE  PLC REF-7892,exempt,payment to post office plc ref 7892,0
ALDI STORES 7550  UK REF-1076,zero_rated,aldi stores 7550 uk ref 1076,4
DD DELIVEROO 2050 ONLINE UK REF-8362,standard_rate,dd deliveroo 2050 online uk ref 8362,3
DD AMAZON KINDLE 6493 ONLINE DIRECT,zero_rated,dd amazon kindle 6493 online direct,4
CARD ALDI STORES 6245  STORE REF-5162,zero_rated,card aldi stores 6245 store ref 5162,4
DD POST OFFICE 8663  UK REF-3564,exempt,dd post office 8663 uk ref 3564,0
PAYMENT TO ALDI STORES 4585  DIRECT,zero_rated,payment to aldi stores 4585 direct,4
POS WESTMINSTER COUNCIL 7298  STORE,outside_scope,pos westminster council 7298 store,1
POS BOOTS UK MANCHESTER ONLINE,standard_rate,pos boots uk manchester online,3
payment to edf energy leeds store ref-3856,reduced_rate,payment to edf energy leeds store ref 3856,2
"2026-02-28 CLOVER SALES DEPOSIT 2,940.20 35,493.44",standard_rate,2026 02 28 clover sales deposit 2 940 20 35 493 44,3
Stationery Station Bristol Direct Ref-6200,standard_rate,stationery station bristol direct ref 6200,3
dd post office 5012 leeds direct,exempt,dd post office 5012 leeds direct,0
POS HMRC PAYMENTS 196 LEEDS PLC,outside_scope,pos hmrc payments 196 leeds plc,1
Waste Management Republic Services 2 $620.00,standard_rate,waste management republic services 2 620 00,3
Dd Quickbooks 1274 Birmingham,standard_rate,dd quickbooks 1274 birmingham,3
sq *hsbc bank fees 4736  plc ref-7523,exempt,sq hsbc bank fees 4736 plc ref 7523,0
tesco stores 8956  store ref-2528,zero_rated,tesco stores 8956 store ref 2528,4
POS LINKEDIN PREMIUM 4353 GLASGOW ONLINE,standard_rate,pos linkedin premium 4353 glasgow online,3
"2026-02-20 EQUIPMENT REPAIR - WALK-IN COOLER 685.00 39,240.80",standard_rate,2026 02 20 equipment repair walk in cooler 685 00 39 240 80,3
DD WATERSTONES 5567  PLC,zero_rated,dd waterstones 5567 plc,4
card sage subscription 7636 leeds,standard_rate,card sage subscription 7636 leeds,3
sq *edf energy 2260 london ltd,reduced_rate,sq edf energy 2260 london ltd,2
IZ *MICROSOFT 365 UK PLC,standard_rate,iz microsoft 365 uk plc,3
pos aldi stores 3867 leeds direct ref-7757,zero_rated,pos aldi stores 3867 leeds direct ref 7757,4
POS TFL TRAVEL 8967  UK REF-2095,zero_rated,pos tfl travel 8967 uk ref 2095,4
iz *lner tickets 8547  plc,zero_rated,iz lner tickets 8547 plc,4
Payment To Intra Account Transfer 4154 Online Direct Ref-4331,outside_scope,payment to intra account transfer 4154 online direct ref 4331,1
Card Deliveroo 4229 Bristol Direct,standard_rate,card deliveroo 4229 bristol direct,3
DD HMRC PAYMENTS 2502  UK REF-5452,outside_scope,dd hmrc payments 2502 uk ref 5452,1
DD STATIONERY STATION LEEDS ONLINE,standard_rate,dd stationery station leeds online,3
IZ *POST OFFICE 6656  REF-3130,exempt,iz post office 6656 ref 3130,0
"2025-04-02 GUSTO PAYROLL 4,228.67 37,541.33",standard_rate,2025 04 02 gusto payroll 4 228 67 37 541 33,3
CARD LNER TICKETS 7314 LEEDS STORE REF-7124,zero_rated,card lner tickets 7314 leeds store ref 7124,4
IZ *NATIONAL EXPRESS GLASGOW REF-5032,zero_rated,iz national express glasgow ref 5032,4
pos aviva insurance 5420 bristol,exempt,pos aviva insurance 5420 bristol,0
POS POST OFFICE 5463  ONLINE,exempt,pos post office 5463 online,0
POS ROYAL MAIL 5371  ONLINE REF-8048,exempt,pos royal mail 5371 online ref 8048,0
SQ *AMAZON UK 2164  UK,standard_rate,sq amazon uk 2164 uk,3
DD TESCO EXPRESS 5183 MANCHESTER DIRECT REF-4630,zero_rated,dd tesco express 5183 manchester direct ref 4630,4
POS BARCLAYS BANK 796 ONLINE STORE,exempt,pos barclays bank 796 online store,0
CARD AMAZON UK 6235 MANCHESTER LTD,standard_rate,card amazon uk 6235 manchester ltd,3
pos aa breakdown online online,exempt,pos aa breakdown online online,0
"2026-03-17 LGE ELECTRIC BILL 395.60 44,266.23",standard_rate,2026 03 17 lge electric bill 395 60 44 266 23,3
IZ *WATERSTONES UK ONLINE REF-3051,zero_rated,iz waterstones uk online ref 3051,4
IZ *UBER EATS GLASGOW LTD REF-2368,standard_rate,iz uber eats glasgow ltd ref 2368,3
HMRC PAYMENTS  STORE REF-2393,outside_scope,hmrc payments store ref 2393,1
HMRC PAYMENTS 3593 LONDON,outside_scope,hmrc payments 3593 london,1
dd adobe creative  uk,standard_rate,dd adobe creative uk,3
LIDL GB GLASGOW ONLINE REF-9943,zero_rated,lidl gb glasgow online ref 9943,4
DD BOOTS UK 9306 ONLINE ONLINE REF-4764,standard_rate,dd boots uk 9306 online online ref 4764,3
IZ *XERO SOFTWARE  PLC,standard_rate,iz xero software plc,3
CARD LIDL GB 1017 ONLINE DIRECT REF-5904,zero_rated,card lidl gb 1017 online direct ref 5904,4
Member FDIC | www.firsttrustbank.com | 1-800-555-0199,standard_rate,member fdic www firsttrustbank com 1 800 555 0199,3
DELIVEROO 166  PLC REF-6314,standard_rate,deliveroo 166 plc ref 6314,3
PAYMENT TO STATIONERY STATION  PLC,standard_rate,payment to stationery station plc,3
IZ *XERO SOFTWARE 3108 LONDON UK,standard_rate,iz xero software 3108 london uk,3
"Jan 26 Beverage Distributor - Liquor ACH-6612 2,100.00 49,264.80",standard_rate,jan 26 beverage distributor liquor ach 6612 2 100 00 49 264 80,3
IZ *WESTMINSTER COUNCIL 8682  PLC REF-9818,outside_scope,iz westminster council 8682 plc ref 9818,1
Payment To Aviva Insurance 1606  Online,exempt,payment to aviva insurance 1606 online,0
IZ *EON NEXT 4325  DIRECT,reduced_rate,iz eon next 4325 direct,2
Dd Hsbc Bank Fees 7540 Online Uk Ref-4974,exempt,dd hsbc bank fees 7540 online uk ref 4974,0
"Jan 10 ComEd Electric Bill ACH-8821 1,840.00 33,284.80",standard_rate,jan 10 comed electric bill ach 8821 1 840 00 33 284 80,3
payment to national express 5455  online,zero_rated,payment to national express 5455 online,4
"2026-02-02 TOAST POS DEPOSIT 2,910.45 28,995.31",standard_rate,2026 02 02 toast pos deposit 2 910 45 28 995 31,3
SQ *HSBC BANK FEES 8558  PLC,exempt,sq hsbc bank fees 8558 plc,0
PAYMENT TO HMRC SHIPLEY 7850 BRISTOL,outside_scope,payment to hmrc shipley 7850 bristol,1
DD AMAZON KINDLE 4179 LONDON UK REF-4440,zero_rated,dd amazon kindle 4179 london uk ref 4440,4
DD ASDA SUPERMARKET GLASGOW LTD,zero_rated,dd asda supermarket glasgow ltd,4
DD NATIONAL EXPRESS 9863  LTD,zero_rated,dd national express 9863 ltd,4
SQ *SAGE SUBSCRIPTION 7234  UK,standard_rate,sq sage subscription 7234 uk,3
PAYMENT TO PAYROLL TRANSFER UK,outside_scope,payment to payroll transfer uk,1
card hsbc bank fees birmingham ltd ref-3757,exempt,card hsbc bank fees birmingham ltd ref 3757,0
POS TFL TRAVEL 5095 LEEDS DIRECT REF-6307,zero_rated,pos tfl travel 5095 leeds direct ref 6307,4
IZ *UBER EATS 4721 GLASGOW LTD,standard_rate,iz uber eats 4721 glasgow ltd,3
SAGE SUBSCRIPTION 3707,standard_rate,sage subscription 3707,3
Sq *Sage Subscription Bristol,standard_rate,sq sage subscription bristol,3
DD INTRA ACCOUNT TRANSFER 9428 LEEDS UK,outside_scope,dd intra account transfer 9428 leeds uk,1
PAYMENT TO SAINSBURYS 7512 UK UK,zero_rated,payment to sainsburys 7512 uk uk,4
SQ *QUICKBOOKS 5341 LEEDS STORE,standard_rate,sq quickbooks 5341 leeds store,3
AMAZON KINDLE 2190 ONLINE STORE,zero_rated,amazon kindle 2190 online store,4
Card Tesco Stores 2631 Online Online Ref-2622,zero_rated,card tesco stores 2631 online online ref 2622,4
SQ *MICROSOFT 365 5411 LONDON UK REF-4932,standard_rate,sq microsoft 365 5411 london uk ref 4932,3
Payment To Sainsburys Manchester Uk Ref-5984,zero_rated,payment to sainsburys manchester uk ref 5984,4
sq *director drawings 8883  store,outside_scope,sq director drawings 8883 store,1
IZ *QUICKBOOKS 4316 LEEDS STORE,standard_rate,iz quickbooks 4316 leeds store,3
IZ *HMRC PAYMENTS 9827  DIRECT REF-1346,outside_scope,iz hmrc payments 9827 direct ref 1346,1
IZ *POST OFFICE 8300 GLASGOW ONLINE,exempt,iz post office 8300 glasgow online,0
"2026-01-10 DOORDASH TRANSFER 488.75 21,260.75",standard_rate,2026 01 10 doordash transfer 488 75 21 260 75,3
Card Tesco Stores  Ltd,zero_rated,card tesco stores ltd,4
DD ADOBE CREATIVE 4064 UK PLC,standard_rate,dd adobe creative 4064 uk plc,3
Account Number: (cid:127)(cid:127)(cid:127)(cid:127) (cid:127)(cid:127)(cid:127)(cid:127) (cid:127)(cid:127)(cid:127)(cid:127) 5821 Statement Period: 03/01/2025 – 03/31/2025,standard_rate,account number cid 127 cid 127 cid 127 cid 127 cid 127 cid 127 cid 127 cid 127 cid 127 cid 127 cid 127 cid 127 5821 statement period 03 01 2025 03 31 2025,3
POS QUICKBOOKS 7805  STORE,standard_rate,pos quickbooks 7805 store,3
"Opening Balance: 31,493.44 Closing Balance: 36,485.85",standard_rate,opening balance 31 493 44 closing balance 36 485 85,3
CARD INTRA ACCOUNT TRANSFER  ONLINE REF-3089,outside_scope,card intra account transfer online ref 3089,1
DD GOOGLE WORKSPACE 5654 MANCHESTER LTD,standard_rate,dd google workspace 5654 manchester ltd,3
POS NATIONAL EXPRESS 8033,zero_rated,pos national express 8033,4
CARD SAGE SUBSCRIPTION BIRMINGHAM UK REF-7583,standard_rate,card sage subscription birmingham uk ref 7583,3
PAYMENT TO AA BREAKDOWN 9896  STORE,exempt,payment to aa breakdown 9896 store,0
"Chase Business Banking · Account ****4821 · Statement for March 1, 2025 – March 31, 2025 · This is a sample statement for testing purposes",standard_rate,chase business banking account 4821 statement for march 1 2025 march 31 2025 this is a sample statement for testing purposes,3
"Utilities - Electric ComEd 3 $5,520.00",standard_rate,utilities electric comed 3 5 520 00,3
Account Summary,standard_rate,account summary,3
POS GOOGLE WORKSPACE 3670 UK ONLINE,standard_rate,pos google workspace 3670 uk online,3
linkedin premium bristol plc,standard_rate,linkedin premium bristol plc,3
Iz *Quickbooks 1193  Online Ref-5162,standard_rate,iz quickbooks 1193 online ref 5162,3
SQ *STATIONERY STATION 7078  LTD REF-1818,standard_rate,sq stationery station 7078 ltd ref 1818,3
PAYMENT TO STATIONERY STATION 3819 LEEDS PLC,standard_rate,payment to stationery station 3819 leeds plc,3
CARD WATERSTONES 1978 GLASGOW STORE,zero_rated,card waterstones 1978 glasgow store,4
IZ *BOOTS UK 7780  LTD,standard_rate,iz boots uk 7780 ltd,3
IZ *QUICKBOOKS 3286  ONLINE,standard_rate,iz quickbooks 3286 online,3
CARD NATIONAL EXPRESS 7136 GLASGOW STORE,zero_rated,card national express 7136 glasgow store,4
Pos Asda Supermarket Glasgow Ltd Ref-5480,zero_rated,pos asda supermarket glasgow ltd ref 5480,4
"Feb 15 Rent Payment - 2214 W Maple CHK-1022 12,500.00 70,404.80",standard_rate,feb 15 rent payment 2214 w maple chk 1022 12 500 00 70 404 80,3
Dd Adobe Creative  Ltd Ref-6794,standard_rate,dd adobe creative ltd ref 6794,3
XERO SOFTWARE 1458  STORE,standard_rate,xero software 1458 store,3
DD XERO SOFTWARE 9803  UK REF-9160,standard_rate,dd xero software 9803 uk ref 9160,3
LNER TICKETS 7865 UK,zero_rated,lner tickets 7865 uk,4
"Total Withdrawals & Debits ($161,892.40)",standard_rate,total withdrawals debits 161 892 40,3
IZ *EON NEXT UK,reduced_rate,iz eon next uk,2
sq *national express manchester ltd,zero_rated,sq national express manchester ltd,4
Payment To National Express 8091 London Ref-5707,zero_rated,payment to national express 8091 london ref 5707,4
iz *hmrc shipley 1008,outside_scope,iz hmrc shipley 1008,1
POS ROYAL MAIL 3161 LEEDS ONLINE,exempt,pos royal mail 3161 leeds online,0
PAYMENT TO INTRA ACCOUNT TRANSFER 4978 LONDON ONLINE,outside_scope,payment to intra account transfer 4978 london online,1
CARD NATIONAL EXPRESS 7469 ONLINE,zero_rated,card national express 7469 online,4
"Mar 31 Square POS - Final March Dep DEP-0331 4,760.00 105,275.80",standard_rate,mar 31 square pos final march dep dep 0331 4 760 00 105 275 80,3
dd trainline  online,zero_rated,dd trainline online,4
IZ *LIDL GB BIRMINGHAM LTD,zero_rated,iz lidl gb birmingham ltd,4
SAINSBURYS BIRMINGHAM PLC,zero_rated,sainsburys birmingham plc,4
"2026-03-13 ADP PAYROLL SVCS 4,262.57 38,525.93",standard_rate,2026 03 13 adp payroll svcs 4 262 57 38 525 93,3
Barclays Bank Uk Uk Ref-1294,exempt,barclays bank uk uk ref 1294,0
POS HMRC SHIPLEY UK REF-7778,outside_scope,pos hmrc shipley uk ref 7778,1
Pos Westminster Council 4672 Glasgow Plc,outside_scope,pos westminster council 4672 glasgow plc,1
AA BREAKDOWN 101 MANCHESTER PLC,exempt,aa breakdown 101 manchester plc,0
DD TESCO EXPRESS 8588 LONDON DIRECT,zero_rated,dd tesco express 8588 london direct,4
Sq *Royal Mail 5101  Uk,exempt,sq royal mail 5101 uk,0
Card Boots Uk 650 Birmingham,standard_rate,card boots uk 650 birmingham,3
card amazon kindle 7551 manchester store,zero_rated,card amazon kindle 7551 manchester store,4
LNER TICKETS MANCHESTER PLC,zero_rated,lner tickets manchester plc,4
AVIVA INSURANCE UK ONLINE REF-8828,exempt,aviva insurance uk online ref 8828,0
Hmrc Payments 5684  Plc Ref-9272,outside_scope,hmrc payments 5684 plc ref 9272,1
card lner tickets 1370 birmingham,zero_rated,card lner tickets 1370 birmingham,4
Dd National Express  Ltd Ref-4513,zero_rated,dd national express ltd ref 4513,4
AMAZON UK 5106  ONLINE,standard_rate,amazon uk 5106 online,3
card british gas 6100  online,reduced_rate,card british gas 6100 online,2
card adobe creative leeds ltd ref-8289,standard_rate,card adobe creative leeds ltd ref 8289,3
Payment To Octopus Energy 5976 Birmingham Ltd Ref-8385,reduced_rate,payment to octopus energy 5976 birmingham ltd ref 8385,2
Xero Software 7145  Direct,standard_rate,xero software 7145 direct,3
CARD AMAZON EU 5315  DIRECT REF-6613,standard_rate,card amazon eu 5315 direct ref 6613,3
POS NATIONAL EXPRESS 1482 ONLINE UK REF-3800,zero_rated,pos national express 1482 online uk ref 3800,4
SQ *WATERSTONES 1390  PLC,zero_rated,sq waterstones 1390 plc,4
SQ *PAYROLL TRANSFER 5626,outside_scope,sq payroll transfer 5626,1
"03/24 GUSTO PAYROLL 032425 Labor $2,100.00 $18,688.80",standard_rate,03 24 gusto payroll 032425 labor 2 100 00 18 688 80,3
uber eats 8184  ltd,standard_rate,uber eats 8184 ltd,3
SQ *DIRECTOR DRAWINGS 3831 UK PLC,outside_scope,sq director drawings 3831 uk plc,1
POST OFFICE 4207 UK UK,exempt,post office 4207 uk uk,0
PAYMENT TO WATERSTONES UK LTD,zero_rated,payment to waterstones uk ltd,4
IZ *AMAZON UK 8348  PLC,standard_rate,iz amazon uk 8348 plc,3
Uber Eats  Direct,standard_rate,uber eats direct,3
CARD LINKEDIN PREMIUM 8525  PLC,standard_rate,card linkedin premium 8525 plc,3
POS HMRC SHIPLEY UK,outside_scope,pos hmrc shipley uk,1
Payment To Deliveroo 6693 Manchester Direct Ref-7167,standard_rate,payment to deliveroo 6693 manchester direct ref 7167,3
DD UBER EATS  ONLINE REF-5088,standard_rate,dd uber eats online ref 5088,3
DD WATERSTONES 583 MANCHESTER PLC,zero_rated,dd waterstones 583 manchester plc,4
PAYMENT TO HMRC PAYMENTS 3207 ONLINE PLC,outside_scope,payment to hmrc payments 3207 online plc,1
PAYMENT TO ROYAL MAIL 1755 GLASGOW LTD REF-3015,exempt,payment to royal mail 1755 glasgow ltd ref 3015,0
POS BOOTS UK 1915  PLC REF-5097,standard_rate,pos boots uk 1915 plc ref 5097,3
Iz *Lidl Gb Glasgow Online Ref-5543,zero_rated,iz lidl gb glasgow online ref 5543,4
PAYMENT TO HSBC BANK FEES BRISTOL,exempt,payment to hsbc bank fees bristol,0
DD DELIVEROO 7221 LEEDS ONLINE REF-4197,standard_rate,dd deliveroo 7221 leeds online ref 4197,3
pos hsbc bank fees 7466 glasgow ltd ref-7657,exempt,pos hsbc bank fees 7466 glasgow ltd ref 7657,0
dd hsbc bank fees uk ltd ref-9243,exempt,dd hsbc bank fees uk ltd ref 9243,0
Payment To Westminster Council  Ltd,outside_scope,payment to westminster council ltd,1
DD DELIVEROO 9867 GLASGOW LTD REF-5586,standard_rate,dd deliveroo 9867 glasgow ltd ref 5586,3
CARD HMRC SHIPLEY LONDON DIRECT,outside_scope,card hmrc shipley london direct,1
Pos Adobe Creative 6941  Ltd Ref-1820,standard_rate,pos adobe creative 6941 ltd ref 1820,3
SQ *INTRA ACCOUNT TRANSFER UK STORE REF-3997,outside_scope,sq intra account transfer uk store ref 3997,1
Amazon Uk 4717 Leeds Store,standard_rate,amazon uk 4717 leeds store,3
Sq *Boots Uk 9757 Manchester Uk Ref-5917,standard_rate,sq boots uk 9757 manchester uk ref 5917,3
CARD BOOTS UK 2969 BRISTOL PLC,standard_rate,card boots uk 2969 bristol plc,3
IZ *NATIONAL EXPRESS 5344,zero_rated,iz national express 5344,4
AMAZON UK 1950  STORE,standard_rate,amazon uk 1950 store,3
CARD STATIONERY STATION 7203 MANCHESTER DIRECT,standard_rate,card stationery station 7203 manchester direct,3
DD AMAZON EU MANCHESTER REF-9600,standard_rate,dd amazon eu manchester ref 9600,3
card aviva insurance 6012 leeds,exempt,card aviva insurance 6012 leeds,0
IZ *TESCO STORES 106 BRISTOL ONLINE,zero_rated,iz tesco stores 106 bristol online,4
DD LIDL GB UK STORE REF-5041,zero_rated,dd lidl gb uk store ref 5041,4
pos quickbooks 4773 bristol ltd ref-4179,standard_rate,pos quickbooks 4773 bristol ltd ref 4179,3
payment to google workspace 7487  ltd,standard_rate,payment to google workspace 7487 ltd,3
Payment To Sage Subscription London Store Ref-4011,standard_rate,payment to sage subscription london store ref 4011,3
DD AVIVA INSURANCE 7984 GLASGOW,exempt,dd aviva insurance 7984 glasgow,0
CARD TRAINLINE 5469  DIRECT,zero_rated,card trainline 5469 direct,4
SQ *ROYAL MAIL 8941 LONDON LTD,exempt,sq royal mail 8941 london ltd,0
Quickbooks 7443 Uk Direct,standard_rate,quickbooks 7443 uk direct,3
dd uber eats 7880 birmingham ltd ref-2299,standard_rate,dd uber eats 7880 birmingham ltd ref 2299,3
Pos Amazon Uk 2377  Direct Ref-9570,standard_rate,pos amazon uk 2377 direct ref 9570,3
Dd Adobe Creative 7492  Plc,standard_rate,dd adobe creative 7492 plc,3
DD TRAINLINE  DIRECT,zero_rated,dd trainline direct,4
PAYMENT TO BARCLAYS BANK 4300 GLASGOW REF-8657,exempt,payment to barclays bank 4300 glasgow ref 8657,0
Tesco Stores 7811  Online,zero_rated,tesco stores 7811 online,4
