raw_description,vat_code,base_merchant
Payment To Xero Software 4316 Birmingham Online Ref-3847,standard_rate,XERO SOFTWARE
POS AMAZON UK 5631  ONLINE,standard_rate,AMAZON UK
SQ *ADOBE CREATIVE  ONLINE,standard_rate,ADOBE CREATIVE
DD UBER EATS 6179 BRISTOL LTD,standard_rate,UBER EATS
SQ *GOOGLE WORKSPACE 1627  STORE REF-3416,standard_rate,GOOGLE WORKSPACE
card adobe creative 4654 london store,standard_rate,ADOBE CREATIVE
CARD GOOGLE WORKSPACE GLASGOW,standard_rate,GOOGLE WORKSPACE
PAYMENT TO AMAZON UK 195 BRISTOL DIRECT,standard_rate,AMAZON UK
SQ *PAYROLL TRANSFER 9589  REF-5466,outside_scope,PAYROLL TRANSFER
IZ *XERO SOFTWARE ONLINE,standard_rate,XERO SOFTWARE
PAYMENT TO AVIVA INSURANCE 4517 BIRMINGHAM REF-4550,exempt,AVIVA INSURANCE
DD LINKEDIN PREMIUM 599 ONLINE ONLINE,standard_rate,LINKEDIN PREMIUM
IZ *BOOTS UK 566  STORE,standard_rate,BOOTS UK
BARCLAYS BANK 4541  LTD REF-2866,exempt,BARCLAYS BANK
PAYMENT TO HSBC BANK FEES 3978 LEEDS UK,exempt,HSBC BANK FEES
IZ *HSBC BANK FEES  PLC REF-1002,exempt,HSBC BANK FEES
SQ *INTRA ACCOUNT TRANSFER 1558 UK PLC REF-6376,outside_scope,INTRA ACCOUNT TRANSFER
POS AMAZON EU 2164 LEEDS STORE REF-5198,standard_rate,AMAZON EU
BOOTS UK  ONLINE,standard_rate,BOOTS UK
IZ *ROYAL MAIL 7533 GLASGOW PLC,exempt,ROYAL MAIL
pos lidl gb 8706  plc ref-2083,zero_rated,LIDL GB
DD STATIONERY STATION LONDON PLC REF-1524,standard_rate,STATIONERY STATION
POS PAYROLL TRANSFER 7240 BRISTOL STORE REF-9244,outside_scope,PAYROLL TRANSFER
ASDA SUPERMARKET 8008  PLC REF-8178,zero_rated,ASDA SUPERMARKET
DD AVIVA INSURANCE 5772  UK,exempt,AVIVA INSURANCE
WATERSTONES 1707 ONLINE ONLINE REF-5948,zero_rated,WATERSTONES
payment to xero software  ref-9810,standard_rate,XERO SOFTWARE
SQ *QUICKBOOKS BRISTOL REF-7103,standard_rate,QUICKBOOKS
CARD LNER TICKETS BIRMINGHAM DIRECT,zero_rated,LNER TICKETS
PAYMENT TO POST OFFICE 1417 LONDON DIRECT,exempt,POST OFFICE
POS ADOBE CREATIVE  UK,standard_rate,ADOBE CREATIVE
IZ *UBER EATS 7513 MANCHESTER STORE REF-6956,standard_rate,UBER EATS
CARD AMAZON UK 1681  LTD REF-4365,standard_rate,AMAZON UK
Payment To Tesco Stores  Plc Ref-8260,zero_rated,TESCO STORES
LNER TICKETS 395 LONDON UK REF-1815,zero_rated,LNER TICKETS
Sq *Lner Tickets 8033 Manchester Direct Ref-2070,zero_rated,LNER TICKETS
CARD LIDL GB 2027  STORE,zero_rated,LIDL GB
CARD QUICKBOOKS 1210 LONDON STORE,standard_rate,QUICKBOOKS
SQ *TESCO EXPRESS BIRMINGHAM PLC REF-8239,zero_rated,TESCO EXPRESS
Dd Aldi Stores 9423 Manchester Uk Ref-2264,zero_rated,ALDI STORES
DD NATIONAL EXPRESS 1615 GLASGOW ONLINE,zero_rated,NATIONAL EXPRESS
DIRECTOR DRAWINGS 4223 ONLINE DIRECT,outside_scope,DIRECTOR DRAWINGS
Payment To Westminster Council 1742 Online Store,outside_scope,WESTMINSTER COUNCIL
SQ *TESCO STORES 6637 LEEDS REF-7118,zero_rated,TESCO STORES
Payment To Royal Mail  Direct Ref-7065,exempt,ROYAL MAIL
CARD LIDL GB 6886 ONLINE PLC,zero_rated,LIDL GB
PAYMENT TO AMAZON UK 1492  ONLINE,standard_rate,AMAZON UK
POS AMAZON UK 7524  DIRECT,standard_rate,AMAZON UK
iz *amazon kindle 8546 leeds online ref-1580,zero_rated,AMAZON KINDLE
SQ *HMRC SHIPLEY 7789 UK UK,outside_scope,HMRC SHIPLEY
POS WESTMINSTER COUNCIL  STORE,outside_scope,WESTMINSTER COUNCIL
SQ *TESCO EXPRESS 3127  UK REF-8822,zero_rated,TESCO EXPRESS
POS OCTOPUS ENERGY BIRMINGHAM REF-5259,reduced_rate,OCTOPUS ENERGY
pos amazon kindle 1256 birmingham uk ref-5413,zero_rated,AMAZON KINDLE
Dd National Express 4138  Store,zero_rated,NATIONAL EXPRESS
CARD ASDA SUPERMARKET 3729  DIRECT REF-8145,zero_rated,ASDA SUPERMARKET
SQ *WATERSTONES LEEDS DIRECT REF-3730,zero_rated,WATERSTONES
POS ADOBE CREATIVE 7236 ONLINE REF-1153,standard_rate,ADOBE CREATIVE
CARD AMAZON KINDLE 4155 LONDON,zero_rated,AMAZON KINDLE
XERO SOFTWARE  PLC,standard_rate,XERO SOFTWARE
SQ *LNER TICKETS 1511 MANCHESTER PLC,zero_rated,LNER TICKETS
DD AMAZON UK 8924 LEEDS DIRECT,standard_rate,AMAZON UK
SQ *HMRC SHIPLEY 8150  REF-4145,outside_scope,HMRC SHIPLEY
PAYMENT TO WESTMINSTER COUNCIL 1051 LEEDS LTD REF-8699,outside_scope,WESTMINSTER COUNCIL
OCTOPUS ENERGY 6561  PLC,reduced_rate,OCTOPUS ENERGY
POS DIRECTOR DRAWINGS 554 LONDON LTD,outside_scope,DIRECTOR DRAWINGS
EON NEXT 8481 GLASGOW ONLINE REF-8209,reduced_rate,EON NEXT
westminster council 1181  uk,outside_scope,WESTMINSTER COUNCIL
octopus energy 5627 manchester online,reduced_rate,OCTOPUS ENERGY
POS TESCO EXPRESS 897 UK LTD,zero_rated,TESCO EXPRESS
SQ *BRITISH GAS 5319 BRISTOL REF-3346,reduced_rate,BRITISH GAS
CARD OCTOPUS ENERGY 3243 GLASGOW PLC REF-9481,reduced_rate,OCTOPUS ENERGY
DD ASDA SUPERMARKET 2506 LONDON PLC,zero_rated,ASDA SUPERMARKET
SAGE SUBSCRIPTION 1694 MANCHESTER LTD,standard_rate,SAGE SUBSCRIPTION
IZ *LNER TICKETS 1934 UK ONLINE,zero_rated,LNER TICKETS
SQ *TRAINLINE 9093 MANCHESTER REF-9946,zero_rated,TRAINLINE
IZ *ADOBE CREATIVE  DIRECT REF-1012,standard_rate,ADOBE CREATIVE
Payment To Westminster Council  Ltd,outside_scope,WESTMINSTER COUNCIL
QUICKBOOKS 1388  ONLINE REF-9222,standard_rate,QUICKBOOKS
PAYMENT TO XERO SOFTWARE 8868  REF-8731,standard_rate,XERO SOFTWARE
dd royal mail 4491 glasgow plc,exempt,ROYAL MAIL
SQ *HMRC SHIPLEY 3697  UK,outside_scope,HMRC SHIPLEY
Sq *Aviva Insurance 5619  Plc,exempt,AVIVA INSURANCE
POS AVIVA INSURANCE 2786,exempt,AVIVA INSURANCE
Payment To Asda Supermarket 7230  Ref-2181,zero_rated,ASDA SUPERMARKET
sq *lner tickets 4668 glasgow ltd,zero_rated,LNER TICKETS
quickbooks 5702 online uk ref-4281,standard_rate,QUICKBOOKS
pos microsoft 365 glasgow online,standard_rate,MICROSOFT 365
Card Intra Account Transfer 1371  Online Ref-5604,outside_scope,INTRA ACCOUNT TRANSFER
POS EON NEXT BRISTOL REF-6610,reduced_rate,EON NEXT
DD TFL TRAVEL  REF-7081,zero_rated,TFL TRAVEL
iz *intra account transfer 7307  direct,outside_scope,INTRA ACCOUNT TRANSFER
card eon next 8861  store ref-9810,reduced_rate,EON NEXT
Card Trainline 6744 London Online,zero_rated,TRAINLINE
CARD HSBC BANK FEES 3404  LTD,exempt,HSBC BANK FEES
CARD NATIONAL EXPRESS 8794 BRISTOL LTD REF-9061,zero_rated,NATIONAL EXPRESS
Payment To Microsoft 365  Ltd Ref-2900,standard_rate,MICROSOFT 365
PAYMENT TO AMAZON KINDLE  UK REF-3134,zero_rated,AMAZON KINDLE
BOOTS UK LONDON DIRECT,standard_rate,BOOTS UK
IZ *AA BREAKDOWN 5644 GLASGOW UK,exempt,AA BREAKDOWN
dd adobe creative  uk,standard_rate,ADOBE CREATIVE
POS HMRC SHIPLEY 3659 BRISTOL UK REF-6487,outside_scope,HMRC SHIPLEY
payment to british gas 8082  direct,reduced_rate,BRITISH GAS
SQ *AA BREAKDOWN BIRMINGHAM UK REF-1846,exempt,AA BREAKDOWN
DD TRAINLINE 9902  STORE,zero_rated,TRAINLINE
SQ *NATIONAL EXPRESS 6358  ONLINE REF-3432,zero_rated,NATIONAL EXPRESS
DD SAINSBURYS 5907  PLC,zero_rated,SAINSBURYS
AA BREAKDOWN 101 MANCHESTER PLC,exempt,AA BREAKDOWN
PAYMENT TO BARCLAYS BANK 7302 MANCHESTER UK REF-5561,exempt,BARCLAYS BANK
DD ADOBE CREATIVE 9138  DIRECT REF-5617,standard_rate,ADOBE CREATIVE
SQ *LIDL GB 2870  UK,zero_rated,LIDL GB
SQ *BARCLAYS BANK,exempt,BARCLAYS BANK
SQ *EON NEXT 7352 MANCHESTER DIRECT REF-4191,reduced_rate,EON NEXT
CARD SAGE SUBSCRIPTION MANCHESTER REF-2305,standard_rate,SAGE SUBSCRIPTION
pos tesco stores 9360  store,zero_rated,TESCO STORES
IZ *HMRC SHIPLEY 7984 MANCHESTER,outside_scope,HMRC SHIPLEY
POS AMAZON UK  DIRECT REF-5723,standard_rate,AMAZON UK
CARD ADOBE CREATIVE 4070  PLC REF-6292,standard_rate,ADOBE CREATIVE
DD GOOGLE WORKSPACE  LTD,standard_rate,GOOGLE WORKSPACE
IZ *AMAZON UK 9884 ONLINE DIRECT,standard_rate,AMAZON UK
PAYMENT TO AMAZON UK 1943 UK LTD REF-3425,standard_rate,AMAZON UK
SQ *INTRA ACCOUNT TRANSFER 8386  LTD,outside_scope,INTRA ACCOUNT TRANSFER
DD WATERSTONES MANCHESTER PLC REF-7771,zero_rated,WATERSTONES
IZ *BRITISH GAS  PLC,reduced_rate,BRITISH GAS
SQ *GOOGLE WORKSPACE 3950 UK PLC,standard_rate,GOOGLE WORKSPACE
DD DIRECTOR DRAWINGS 8555  PLC REF-6747,outside_scope,DIRECTOR DRAWINGS
PAYMENT TO MICROSOFT 365  LTD,standard_rate,MICROSOFT 365
pos waterstones 1295  uk,zero_rated,WATERSTONES
Uber Eats 6507 Uk Uk,standard_rate,UBER EATS
Pos Amazon Uk,standard_rate,AMAZON UK
IZ *TFL TRAVEL  PLC,zero_rated,TFL TRAVEL
PAYMENT TO BRITISH GAS 5036 LEEDS LTD,reduced_rate,BRITISH GAS
SQ *AMAZON KINDLE 9280  ONLINE REF-6996,zero_rated,AMAZON KINDLE
QUICKBOOKS 4124 LONDON,standard_rate,QUICKBOOKS
Payment To Waterstones  Ltd,zero_rated,WATERSTONES
IZ *EDF ENERGY 2518 GLASGOW,reduced_rate,EDF ENERGY
POS PAYROLL TRANSFER GLASGOW ONLINE,outside_scope,PAYROLL TRANSFER
IZ *BOOTS UK LEEDS,standard_rate,BOOTS UK
DD HSBC BANK FEES,exempt,HSBC BANK FEES
OCTOPUS ENERGY 4551 LONDON STORE,reduced_rate,OCTOPUS ENERGY
PAYMENT TO LIDL GB 9366 GLASGOW LTD,zero_rated,LIDL GB
PAYMENT TO GOOGLE WORKSPACE 6001 LEEDS,standard_rate,GOOGLE WORKSPACE
Iz *Microsoft 365 Bristol Plc,standard_rate,MICROSOFT 365
SQ *TESCO STORES  STORE REF-9928,zero_rated,TESCO STORES
PAYMENT TO TRAINLINE 4330  LTD,zero_rated,TRAINLINE
Lidl Gb  Uk,zero_rated,LIDL GB
POS ROYAL MAIL LONDON UK REF-9714,exempt,ROYAL MAIL
IZ *LNER TICKETS 3860  ONLINE,zero_rated,LNER TICKETS
Payment To Edf Energy 6974  Plc Ref-3284,reduced_rate,EDF ENERGY
Payment To British Gas  Plc Ref-6109,reduced_rate,BRITISH GAS
payment to edf energy 6706 glasgow direct,reduced_rate,EDF ENERGY
IZ *DELIVEROO 2293  PLC REF-9110,standard_rate,DELIVEROO
POS ROYAL MAIL 2472  STORE,exempt,ROYAL MAIL
IZ *ALDI STORES 7500 UK STORE,zero_rated,ALDI STORES
PAYMENT TO TESCO STORES 1989 GLASGOW ONLINE REF-5279,zero_rated,TESCO STORES
EON NEXT 2024 MANCHESTER REF-4909,reduced_rate,EON NEXT
Card Linkedin Premium 4004 Leeds Online,standard_rate,LINKEDIN PREMIUM
DD TFL TRAVEL  STORE REF-3448,zero_rated,TFL TRAVEL
DD ROYAL MAIL 2968 UK DIRECT REF-2119,exempt,ROYAL MAIL
POS AMAZON UK 5663 GLASGOW ONLINE,standard_rate,AMAZON UK
POS INTRA ACCOUNT TRANSFER GLASGOW STORE,outside_scope,INTRA ACCOUNT TRANSFER
iz *lidl gb birmingham direct,zero_rated,LIDL GB
Sq *Microsoft 365 Uk Uk Ref-8778,standard_rate,MICROSOFT 365
PAYMENT TO SAGE SUBSCRIPTION LONDON REF-7747,standard_rate,SAGE SUBSCRIPTION
dd waterstones 1794  online,zero_rated,WATERSTONES
POS XERO SOFTWARE 316 BIRMINGHAM LTD,standard_rate,XERO SOFTWARE
Payment To Lidl Gb 7378 Leeds Ref-7809,zero_rated,LIDL GB
payment to edf energy leeds store ref-3856,reduced_rate,EDF ENERGY
TESCO STORES 5268,zero_rated,TESCO STORES
sq *sage subscription 5741  store,standard_rate,SAGE SUBSCRIPTION
POS WATERSTONES  ONLINE REF-9115,zero_rated,WATERSTONES
IZ *LIDL GB  REF-5183,zero_rated,LIDL GB
POS DIRECTOR DRAWINGS 5805 GLASGOW ONLINE REF-4588,outside_scope,DIRECTOR DRAWINGS
iz *google workspace 2750 glasgow direct,standard_rate,GOOGLE WORKSPACE
SQ *TRAINLINE 1405  ONLINE,zero_rated,TRAINLINE
PAYMENT TO AVIVA INSURANCE 8828 LONDON STORE REF-1883,exempt,AVIVA INSURANCE
CARD STATIONERY STATION BRISTOL DIRECT,standard_rate,STATIONERY STATION
DD TRAINLINE 3572 BIRMINGHAM DIRECT,zero_rated,TRAINLINE
AMAZON UK 5106  ONLINE,standard_rate,AMAZON UK
DD HMRC PAYMENTS MANCHESTER PLC,outside_scope,HMRC PAYMENTS
TFL TRAVEL 7939 BRISTOL UK,zero_rated,TFL TRAVEL
card aldi stores london ltd ref-6901,zero_rated,ALDI STORES
Pos Sainsburys 7828 London,zero_rated,SAINSBURYS
sq *hmrc payments 5088 online plc,outside_scope,HMRC PAYMENTS
POS TESCO STORES MANCHESTER UK REF-3222,zero_rated,TESCO STORES
IZ *OCTOPUS ENERGY 3670  DIRECT,reduced_rate,OCTOPUS ENERGY
Card Boots Uk Online Ltd,standard_rate,BOOTS UK
SQ *AMAZON EU 2277 ONLINE UK,standard_rate,AMAZON EU
DD XERO SOFTWARE 9734  UK,standard_rate,XERO SOFTWARE
Sq *Octopus Energy 9561 Glasgow Direct Ref-7638,reduced_rate,OCTOPUS ENERGY
card linkedin premium 8660 london store,standard_rate,LINKEDIN PREMIUM
TFL TRAVEL LEEDS ONLINE,zero_rated,TFL TRAVEL
Iz *Hmrc Payments 6458  Direct,outside_scope,HMRC PAYMENTS
HMRC PAYMENTS 9096 LEEDS PLC REF-6334,outside_scope,HMRC PAYMENTS
PAYMENT TO DIRECTOR DRAWINGS 5201 BRISTOL PLC,outside_scope,DIRECTOR DRAWINGS
Sq *Payroll Transfer  Ltd Ref-4545,outside_scope,PAYROLL TRANSFER
POS HMRC PAYMENTS 1195  LTD REF-8320,outside_scope,HMRC PAYMENTS
POS LNER TICKETS  UK REF-6262,zero_rated,LNER TICKETS
DD AMAZON KINDLE  LTD,zero_rated,AMAZON KINDLE
payment to eon next 4676  store ref-9429,reduced_rate,EON NEXT
CARD XERO SOFTWARE 7976  PLC REF-7388,standard_rate,XERO SOFTWARE
Iz *Tesco Express 3904 Manchester Ltd,zero_rated,TESCO EXPRESS
DD TESCO EXPRESS 2408  DIRECT,zero_rated,TESCO EXPRESS
Iz *Deliveroo 8258 Birmingham Store,standard_rate,DELIVEROO
IZ *HMRC SHIPLEY GLASGOW UK REF-3312,outside_scope,HMRC SHIPLEY
Payment To Octopus Energy  Store,reduced_rate,OCTOPUS ENERGY
CARD DIRECTOR DRAWINGS 1880 MANCHESTER REF-6122,outside_scope,DIRECTOR DRAWINGS
Iz *Lidl Gb Glasgow Online Ref-5543,zero_rated,LIDL GB
Sq *Linkedin Premium Glasgow Direct Ref-6826,standard_rate,LINKEDIN PREMIUM
IZ *INTRA ACCOUNT TRANSFER  ONLINE,outside_scope,INTRA ACCOUNT TRANSFER
IZ *EDF ENERGY 3150 GLASGOW LTD REF-4312,reduced_rate,EDF ENERGY
DD MICROSOFT 365 3892 BRISTOL DIRECT,standard_rate,MICROSOFT 365
POS LNER TICKETS 7431 BIRMINGHAM PLC,zero_rated,LNER TICKETS
DD ASDA SUPERMARKET LEEDS,zero_rated,ASDA SUPERMARKET
Payment To Hsbc Bank Fees Online Ltd Ref-5887,exempt,HSBC BANK FEES
POS ALDI STORES BIRMINGHAM LTD,zero_rated,ALDI STORES
DD SAINSBURYS GLASGOW DIRECT REF-9037,zero_rated,SAINSBURYS
SQ *XERO SOFTWARE  ONLINE REF-8835,standard_rate,XERO SOFTWARE
IZ *AMAZON EU 9249  DIRECT,standard_rate,AMAZON EU
DD STATIONERY STATION 8362 MANCHESTER,standard_rate,STATIONERY STATION
PAYMENT TO GOOGLE WORKSPACE 7686 ONLINE PLC REF-2705,standard_rate,GOOGLE WORKSPACE
SQ *ROYAL MAIL 4532  LTD,exempt,ROYAL MAIL
SQ *AMAZON UK 6657  STORE,standard_rate,AMAZON UK
IZ *XERO SOFTWARE 5726 MANCHESTER PLC,standard_rate,XERO SOFTWARE
adobe creative 3336  uk ref-6613,standard_rate,ADOBE CREATIVE
PAYMENT TO TESCO STORES MANCHESTER UK REF-2638,zero_rated,TESCO STORES
IZ *HMRC PAYMENTS MANCHESTER LTD,outside_scope,HMRC PAYMENTS
PAYMENT TO MICROSOFT 365 7470 LEEDS STORE REF-8506,standard_rate,MICROSOFT 365
CARD POST OFFICE  REF-6270,exempt,POST OFFICE
PAYMENT TO STATIONERY STATION  PLC,standard_rate,STATIONERY STATION
TFL TRAVEL 6580 BRISTOL LTD,zero_rated,TFL TRAVEL
PAYMENT TO HSBC BANK FEES BIRMINGHAM ONLINE,exempt,HSBC BANK FEES
SQ *AMAZON EU 6912 UK ONLINE REF-7113,standard_rate,AMAZON EU
ALDI STORES 9714 UK UK REF-8896,zero_rated,ALDI STORES
Sq *Stationery Station 3753 Birmingham Online Ref-7395,standard_rate,STATIONERY STATION
waterstones 5013 london store,zero_rated,WATERSTONES
iz *hmrc payments 9012 uk direct,outside_scope,HMRC PAYMENTS
Sq *Barclays Bank 6940 London Plc,exempt,BARCLAYS BANK
POS AMAZON UK 7000 ONLINE DIRECT,standard_rate,AMAZON UK
SQ *LNER TICKETS 8827 BRISTOL REF-4734,zero_rated,LNER TICKETS
iz *aa breakdown manchester ltd ref-7265,exempt,AA BREAKDOWN
Sq *Intra Account Transfer 4057  Plc Ref-3117,outside_scope,INTRA ACCOUNT TRANSFER
Lidl Gb London Direct,zero_rated,LIDL GB
PAYMENT TO BRITISH GAS  PLC REF-1812,reduced_rate,BRITISH GAS
SQ *POST OFFICE,exempt,POST OFFICE
DD MICROSOFT 365 4450 GLASGOW UK,standard_rate,MICROSOFT 365
DD ALDI STORES 259 BIRMINGHAM PLC,zero_rated,ALDI STORES
IZ *HMRC PAYMENTS 2627  ONLINE,outside_scope,HMRC PAYMENTS
DD LINKEDIN PREMIUM 6618  STORE REF-3557,standard_rate,LINKEDIN PREMIUM
DD SAINSBURYS 4021  ONLINE,zero_rated,SAINSBURYS
IZ *MICROSOFT 365 4330  UK,standard_rate,MICROSOFT 365
POS DELIVEROO 2580 LEEDS REF-2439,standard_rate,DELIVEROO
DD ADOBE CREATIVE 6543 BRISTOL ONLINE,standard_rate,ADOBE CREATIVE
CARD SAINSBURYS 7134 LONDON ONLINE,zero_rated,SAINSBURYS
PAYMENT TO SAGE SUBSCRIPTION 1548 LEEDS,standard_rate,SAGE SUBSCRIPTION
sq *tesco stores  store,zero_rated,TESCO STORES
card deliveroo 7931  ref-7352,standard_rate,DELIVEROO
POS STATIONERY STATION UK LTD,standard_rate,STATIONERY STATION
PAYMENT TO QUICKBOOKS 113 LEEDS PLC,standard_rate,QUICKBOOKS
Iz *Quickbooks 7008  Plc,standard_rate,QUICKBOOKS
Iz *Deliveroo 4213  Ltd Ref-5385,standard_rate,DELIVEROO
payment to lner tickets manchester ltd,zero_rated,LNER TICKETS
CARD EON NEXT 8405  DIRECT,reduced_rate,EON NEXT
pos deliveroo 4891  online,standard_rate,DELIVEROO
PAYMENT TO INTRA ACCOUNT TRANSFER 9694 BRISTOL STORE,outside_scope,INTRA ACCOUNT TRANSFER
google workspace  direct,standard_rate,GOOGLE WORKSPACE
CARD SAINSBURYS 9838  DIRECT,zero_rated,SAINSBURYS
TESCO EXPRESS  DIRECT REF-1686,zero_rated,TESCO EXPRESS
IZ *QUICKBOOKS 3286  ONLINE,standard_rate,QUICKBOOKS
pos amazon kindle 238  ltd ref-5626,zero_rated,AMAZON KINDLE
DD AVIVA INSURANCE 7223  UK,exempt,AVIVA INSURANCE
Payment To Linkedin Premium  Uk,standard_rate,LINKEDIN PREMIUM
PAYMENT TO QUICKBOOKS 2817  ONLINE REF-4562,standard_rate,QUICKBOOKS
SAINSBURYS  STORE,zero_rated,SAINSBURYS
payment to barclays bank glasgow uk ref-9284,exempt,BARCLAYS BANK
Iz *Deliveroo Uk Online,standard_rate,DELIVEROO
PAYMENT TO BARCLAYS BANK ONLINE DIRECT,exempt,BARCLAYS BANK
CARD DELIVEROO 8470  ONLINE,standard_rate,DELIVEROO
CARD NATIONAL EXPRESS  DIRECT REF-3984,zero_rated,NATIONAL EXPRESS
PAYMENT TO GOOGLE WORKSPACE 9070 UK ONLINE REF-2018,standard_rate,GOOGLE WORKSPACE
Pos Xero Software 2152 Online Store Ref-9891,standard_rate,XERO SOFTWARE
PAYMENT TO WATERSTONES 6996 LONDON LTD,zero_rated,WATERSTONES
DD TESCO EXPRESS 4558 LONDON PLC,zero_rated,TESCO EXPRESS
Pos Microsoft 365 7940 Bristol,standard_rate,MICROSOFT 365
IZ *BOOTS UK 7143  UK,standard_rate,BOOTS UK
DD XERO SOFTWARE ONLINE DIRECT REF-8392,standard_rate,XERO SOFTWARE
microsoft 365 3174 manchester online,standard_rate,MICROSOFT 365
DD INTRA ACCOUNT TRANSFER 2438 BIRMINGHAM,outside_scope,INTRA ACCOUNT TRANSFER
DD INTRA ACCOUNT TRANSFER ONLINE LTD,outside_scope,INTRA ACCOUNT TRANSFER
CARD AMAZON UK 1606 LEEDS STORE REF-2552,standard_rate,AMAZON UK
TESCO STORES 7344 GLASGOW STORE REF-9375,zero_rated,TESCO STORES
sq *amazon kindle london plc,zero_rated,AMAZON KINDLE
BOOTS UK  STORE REF-1864,standard_rate,BOOTS UK
Sq *Trainline 6203  Uk Ref-7808,zero_rated,TRAINLINE
BRITISH GAS 9939,reduced_rate,BRITISH GAS
DD TESCO EXPRESS BIRMINGHAM PLC REF-3159,zero_rated,TESCO EXPRESS
ASDA SUPERMARKET 4731,zero_rated,ASDA SUPERMARKET
DD HMRC PAYMENTS 2773 BRISTOL LTD REF-1689,outside_scope,HMRC PAYMENTS
sq *adobe creative 632  direct,standard_rate,ADOBE CREATIVE
EON NEXT 7792 LONDON STORE REF-5208,reduced_rate,EON NEXT
lidl gb uk ltd,zero_rated,LIDL GB
dd eon next  ref-3300,reduced_rate,EON NEXT
iz *hmrc shipley 4724  uk ref-6682,outside_scope,HMRC SHIPLEY
DD ROYAL MAIL BRISTOL DIRECT,exempt,ROYAL MAIL
intra account transfer 1052 manchester ref-6125,outside_scope,INTRA ACCOUNT TRANSFER
GOOGLE WORKSPACE 6291 BIRMINGHAM LTD REF-3403,standard_rate,GOOGLE WORKSPACE
POS AMAZON KINDLE 4327 UK DIRECT REF-9222,zero_rated,AMAZON KINDLE
DD AA BREAKDOWN 4984 UK,exempt,AA BREAKDOWN
post office 2714  online,exempt,POST OFFICE
TESCO EXPRESS 9181 ONLINE LTD REF-1672,zero_rated,TESCO EXPRESS
DD AMAZON EU 7497  DIRECT REF-5991,standard_rate,AMAZON EU
SQ *OCTOPUS ENERGY 7955  DIRECT,reduced_rate,OCTOPUS ENERGY
pos boots uk 614  online,standard_rate,BOOTS UK
dd tesco stores 6118,zero_rated,TESCO STORES
google workspace 5521  online ref-2879,standard_rate,GOOGLE WORKSPACE
SAGE SUBSCRIPTION 7342 BRISTOL PLC,standard_rate,SAGE SUBSCRIPTION
IZ *PAYROLL TRANSFER 7760  PLC REF-6671,outside_scope,PAYROLL TRANSFER
POST OFFICE BIRMINGHAM LTD,exempt,POST OFFICE
DD LINKEDIN PREMIUM 2123  ONLINE,standard_rate,LINKEDIN PREMIUM
SQ *WATERSTONES 1390  PLC,zero_rated,WATERSTONES
Uber Eats  Direct,standard_rate,UBER EATS
CARD INTRA ACCOUNT TRANSFER 9158 MANCHESTER PLC,outside_scope,INTRA ACCOUNT TRANSFER
IZ *QUICKBOOKS 7946  ONLINE REF-7232,standard_rate,QUICKBOOKS
Pos Deliveroo Glasgow Ltd,standard_rate,DELIVEROO
Payment To Payroll Transfer 260 Glasgow Plc Ref-6491,outside_scope,PAYROLL TRANSFER
PAYMENT TO BARCLAYS BANK BIRMINGHAM STORE REF-3078,exempt,BARCLAYS BANK
POST OFFICE 7027 GLASGOW UK REF-8676,exempt,POST OFFICE
Payment To Aa Breakdown Glasgow Plc Ref-3082,exempt,AA BREAKDOWN
POS EON NEXT 9623  PLC,reduced_rate,EON NEXT
POST OFFICE UK DIRECT REF-1326,exempt,POST OFFICE
Pos Asda Supermarket  Plc,zero_rated,ASDA SUPERMARKET
DD ALDI STORES 6574 ONLINE LTD,zero_rated,ALDI STORES
payment to microsoft 365 4564 glasgow direct,standard_rate,MICROSOFT 365
DD DIRECTOR DRAWINGS  LTD,outside_scope,DIRECTOR DRAWINGS
DD BOOTS UK 2872 LEEDS REF-2209,standard_rate,BOOTS UK
PAYMENT TO OCTOPUS ENERGY 5000  ONLINE,reduced_rate,OCTOPUS ENERGY
GOOGLE WORKSPACE 9612  DIRECT REF-9605,standard_rate,GOOGLE WORKSPACE
PAYMENT TO INTRA ACCOUNT TRANSFER 1023  STORE REF-4576,outside_scope,INTRA ACCOUNT TRANSFER
Sq *British Gas Uk Ref-3990,reduced_rate,BRITISH GAS
dd payroll transfer manchester direct ref-6836,outside_scope,PAYROLL TRANSFER
PAYMENT TO WESTMINSTER COUNCIL BRISTOL STORE,outside_scope,WESTMINSTER COUNCIL
Payment To Tesco Stores 8766 Bristol,zero_rated,TESCO STORES
POS OCTOPUS ENERGY 4728  DIRECT REF-6242,reduced_rate,OCTOPUS ENERGY
IZ *ADOBE CREATIVE 5732 LONDON PLC REF-4124,standard_rate,ADOBE CREATIVE
DD TRAINLINE UK DIRECT,zero_rated,TRAINLINE
SQ *TESCO STORES 9346  STORE REF-2375,zero_rated,TESCO STORES
DD DIRECTOR DRAWINGS 4457 MANCHESTER UK,outside_scope,DIRECTOR DRAWINGS
CARD STATIONERY STATION  PLC REF-2137,standard_rate,STATIONERY STATION
SQ *TFL TRAVEL 7231  DIRECT,zero_rated,TFL TRAVEL
sq *hsbc bank fees 4736  plc ref-7523,exempt,HSBC BANK FEES
DD OCTOPUS ENERGY 6168 LONDON DIRECT,reduced_rate,OCTOPUS ENERGY
Card Sainsburys Birmingham Online,zero_rated,SAINSBURYS
SQ *OCTOPUS ENERGY 2168  DIRECT REF-4389,reduced_rate,OCTOPUS ENERGY
