raw_description,vat_code
PAYMENT TO XERO SOFTWARE 3373 MANCHESTER PLC,standard_rate
Iz *Hmrc Shipley 984 Online Direct,outside_scope
IZ *TESCO STORES 8842 GLASGOW DIRECT,zero_rated
IZ *AMAZON KINDLE 4955 BRISTOL ONLINE REF-2951,zero_rated
DD OCTOPUS ENERGY 8365 LEEDS REF-9113,reduced_rate
PAYMENT TO AVIVA INSURANCE ONLINE PLC,exempt
PAYMENT TO AA BREAKDOWN 1400  UK,exempt
Payment To Octopus Energy 1032  Online,reduced_rate
dd hmrc shipley online,outside_scope
PAYMENT TO BARCLAYS BANK 5145 LONDON ONLINE REF-3811,exempt
westminster council 6218  online,outside_scope
SAGE SUBSCRIPTION 7535 LEEDS STORE REF-8758,standard_rate
SQ *AA BREAKDOWN 6826 UK ONLINE,exempt
iz *royal mail uk,exempt
IZ *AMAZON UK BIRMINGHAM STORE REF-6548,standard_rate
CARD BRITISH GAS 3869 ONLINE STORE,reduced_rate
POS BOOTS UK 9435,standard_rate
PAYMENT TO BOOTS UK 4781 ONLINE PLC REF-9624,standard_rate
INTRA ACCOUNT TRANSFER 297  PLC,outside_scope
HMRC SHIPLEY 7799 LEEDS UK REF-1278,outside_scope
POS SAINSBURYS 4885  STORE,zero_rated
HSBC BANK FEES 7274 LONDON STORE REF-8378,exempt
CARD TRAINLINE 6060 MANCHESTER UK,zero_rated
POS GOOGLE WORKSPACE LEEDS PLC REF-5451,standard_rate
CARD HMRC SHIPLEY 2080 BIRMINGHAM DIRECT,outside_scope
Sq *Asda Supermarket 6053 Uk Plc Ref-4652,zero_rated
SQ *DIRECTOR DRAWINGS  DIRECT,outside_scope
POS TESCO STORES LEEDS DIRECT REF-1027,zero_rated
IZ *ALDI STORES MANCHESTER UK,zero_rated
PAYMENT TO SAINSBURYS 3220,zero_rated
Card Royal Mail London,exempt
AMAZON KINDLE 4842 LONDON UK,zero_rated
PAYMENT TO PAYROLL TRANSFER  PLC,outside_scope
DD OCTOPUS ENERGY 7721  DIRECT,reduced_rate
IZ *BOOTS UK 6222 LONDON,standard_rate
CARD HMRC PAYMENTS 480 ONLINE LTD,outside_scope
card quickbooks 8814  store ref-4394,standard_rate
DD GOOGLE WORKSPACE 4933 GLASGOW UK REF-6971,standard_rate
Sq *Post Office 8898  Online,exempt
PAYMENT TO MICROSOFT 365 9069 BRISTOL STORE REF-5274,standard_rate
CARD BOOTS UK 6510  ONLINE,standard_rate
IZ *NATIONAL EXPRESS 2229  ONLINE,zero_rated
national express 7868 uk ltd ref-1781,zero_rated
sq *boots uk 6476 online online ref-1594,standard_rate
POS NATIONAL EXPRESS 5713  PLC REF-5396,zero_rated
IZ *EON NEXT UK ONLINE REF-6296,reduced_rate
DD BOOTS UK 1638 MANCHESTER ONLINE REF-3680,standard_rate
CARD OCTOPUS ENERGY 8202  REF-7681,reduced_rate
SQ *WESTMINSTER COUNCIL 4855 UK REF-1494,outside_scope
SQ *BARCLAYS BANK  STORE,exempt
Pos National Express London Uk Ref-1620,zero_rated
POS ASDA SUPERMARKET GLASGOW,zero_rated
IZ *ADOBE CREATIVE  DIRECT,standard_rate
payment to deliveroo 1752  store ref-8476,standard_rate
IZ *PAYROLL TRANSFER 1876 GLASGOW,outside_scope
SQ *AA BREAKDOWN 7805 GLASGOW ONLINE REF-1536,exempt
CARD BARCLAYS BANK 4220  STORE REF-5047,exempt
Sq *Google Workspace 1818 Online,standard_rate
Payment To Octopus Energy 5976 Birmingham Ltd Ref-8385,reduced_rate
POS ALDI STORES BIRMINGHAM LTD,zero_rated
IZ *GOOGLE WORKSPACE 6236  PLC REF-1382,standard_rate
Payment To Aldi Stores 7774 Glasgow Plc,zero_rated
SQ *WESTMINSTER COUNCIL BRISTOL LTD,outside_scope
POS EDF ENERGY  UK,reduced_rate
PAYMENT TO HSBC BANK FEES  STORE REF-8293,exempt
CARD TESCO EXPRESS 4933 BRISTOL PLC,zero_rated
DD EON NEXT 2674 BIRMINGHAM PLC,reduced_rate
POST OFFICE ONLINE STORE,exempt
DD HMRC PAYMENTS GLASGOW DIRECT,outside_scope
LIDL GB BIRMINGHAM DIRECT,zero_rated
CARD DELIVEROO 7715 ONLINE DIRECT,standard_rate
Iz *Lidl Gb 855 Manchester,zero_rated
IZ *EDF ENERGY MANCHESTER LTD REF-4730,reduced_rate
Adobe Creative 9605 Manchester Ltd Ref-3051,standard_rate
card linkedin premium 6070 birmingham direct ref-3796,standard_rate
GOOGLE WORKSPACE 7233 GLASGOW PLC REF-8585,standard_rate
CARD LINKEDIN PREMIUM 6239  REF-9634,standard_rate
CARD MICROSOFT 365 761  UK REF-3220,standard_rate
Tfl Travel 8177 London Store Ref-2607,zero_rated
CARD GOOGLE WORKSPACE 9476 LONDON ONLINE REF-6961,standard_rate
POS BARCLAYS BANK 7168 UK UK,exempt
xero software 4225 leeds online,standard_rate
PAYMENT TO ROYAL MAIL 1995 BIRMINGHAM PLC,exempt
xero software london ref-5795,standard_rate
Payment To Tesco Stores Birmingham Ltd,zero_rated
SQ *DIRECTOR DRAWINGS GLASGOW ONLINE,outside_scope
SQ *TRAINLINE 5656  LTD,zero_rated
Pos Trainline Manchester Plc,zero_rated
IZ *HSBC BANK FEES  UK REF-3245,exempt
PAYMENT TO DIRECTOR DRAWINGS 6088 LEEDS ONLINE REF-5350,outside_scope
SQ *HMRC SHIPLEY 500 GLASGOW STORE REF-1547,outside_scope
POS BOOTS UK BRISTOL LTD REF-3235,standard_rate
Pos Westminster Council Uk Direct,outside_scope
iz *microsoft 365 570,standard_rate
SQ *MICROSOFT 365 462  STORE REF-6598,standard_rate
IZ *AMAZON KINDLE 5626 BRISTOL PLC,zero_rated
SQ *OCTOPUS ENERGY BIRMINGHAM DIRECT,reduced_rate
CARD HMRC SHIPLEY 9199  STORE,outside_scope
LNER TICKETS 2093 UK ONLINE,zero_rated
POS WATERSTONES 3583  UK REF-8802,zero_rated
POS AMAZON KINDLE 2691 UK ONLINE,zero_rated
STATIONERY STATION BRISTOL DIRECT,standard_rate
dd trainline 9139 uk ltd,zero_rated
POS HMRC SHIPLEY 7159 GLASGOW UK,outside_scope
TRAINLINE 9137 UK LTD REF-6582,zero_rated
PAYMENT TO PAYROLL TRANSFER 7132 GLASGOW LTD,outside_scope
Sq *Adobe Creative 3573 Bristol Direct Ref-4001,standard_rate
Pos Amazon Kindle 3060  Plc,zero_rated
Dd Hsbc Bank Fees 7540 Online Uk Ref-4974,exempt
CARD SAGE SUBSCRIPTION 8187 MANCHESTER LTD REF-1617,standard_rate
SQ *ROYAL MAIL 5002 MANCHESTER DIRECT,exempt
POS PAYROLL TRANSFER 4452  DIRECT REF-9600,outside_scope
PAYMENT TO EDF ENERGY 4330  LTD REF-7927,reduced_rate
CARD DIRECTOR DRAWINGS 6141 ONLINE STORE,outside_scope
Card Barclays Bank 3650 Birmingham Direct Ref-6224,exempt
PAYMENT TO SAINSBURYS LEEDS UK,zero_rated
DD TESCO EXPRESS 8588 LONDON DIRECT,zero_rated
Iz *Amazon Eu 5883 Uk Ltd Ref-7166,standard_rate
PAYMENT TO OCTOPUS ENERGY UK,reduced_rate
iz *hmrc payments 2759 leeds ltd,outside_scope
POS ADOBE CREATIVE 868  REF-4709,standard_rate
CARD LIDL GB 595 GLASGOW,zero_rated
SQ *TRAINLINE 101  STORE,zero_rated
SQ *HMRC SHIPLEY MANCHESTER,outside_scope
sq *aldi stores  uk ref-1214,zero_rated
DD TESCO EXPRESS 6663 ONLINE UK,zero_rated
IZ *BRITISH GAS 8727 LONDON PLC,reduced_rate
PAYMENT TO SAGE SUBSCRIPTION 441,standard_rate
OCTOPUS ENERGY 762  ONLINE,reduced_rate
pos edf energy 2741  store ref-5076,reduced_rate
Iz *Aviva Insurance 646  Plc,exempt
sq *deliveroo 6715 online online,standard_rate
SQ *HMRC SHIPLEY 1983 UK LTD,outside_scope
DD ALDI STORES 4472  PLC REF-4783,zero_rated
SQ *AA BREAKDOWN 1818  PLC,exempt
Uber Eats 2180 Leeds Ltd,standard_rate
IZ *OCTOPUS ENERGY 792 BIRMINGHAM LTD,reduced_rate
Westminster Council Glasgow Uk Ref-6525,outside_scope
CARD GOOGLE WORKSPACE 6516  STORE,standard_rate
DD DIRECTOR DRAWINGS 7056  STORE REF-8710,outside_scope
IZ *ROYAL MAIL ONLINE STORE REF-3525,exempt
Iz *Aviva Insurance 9113  Store Ref-9908,exempt
WATERSTONES 7682  DIRECT REF-9487,zero_rated
POS EON NEXT 7647  STORE,reduced_rate
IZ *ROYAL MAIL 2568  ONLINE REF-7174,exempt
POS OCTOPUS ENERGY 2345 LONDON STORE,reduced_rate
Pos Hmrc Shipley 6429 Manchester,outside_scope
SQ *HMRC SHIPLEY 4389 GLASGOW LTD REF-8429,outside_scope
DD SAINSBURYS 6970 LONDON PLC,zero_rated
Pos Sainsburys 2346  Ltd,zero_rated
PAYMENT TO AA BREAKDOWN ONLINE PLC,exempt
IZ *TRAINLINE 1855  DIRECT,zero_rated
PAYMENT TO BRITISH GAS 3165  UK REF-6018,reduced_rate
PAYMENT TO AVIVA INSURANCE 9602 MANCHESTER DIRECT,exempt
Sq *Payroll Transfer 3240 Leeds Plc Ref-3726,outside_scope
SQ *ADOBE CREATIVE  DIRECT,standard_rate
westminster council bristol ltd,outside_scope
SQ *GOOGLE WORKSPACE UK LTD,standard_rate
SQ *DIRECTOR DRAWINGS 8312 BIRMINGHAM STORE,outside_scope
CARD WESTMINSTER COUNCIL 9768 BIRMINGHAM PLC,outside_scope
CARD TESCO EXPRESS 2439 BIRMINGHAM STORE REF-8179,zero_rated
POS TRAINLINE 5369 BRISTOL PLC,zero_rated
CARD BARCLAYS BANK 5309  DIRECT,exempt
Hmrc Payments 5684  Plc Ref-9272,outside_scope
EDF ENERGY BIRMINGHAM REF-2957,reduced_rate
AVIVA INSURANCE 2926  UK,exempt
POS BOOTS UK 7767 LEEDS REF-7435,standard_rate
IZ *INTRA ACCOUNT TRANSFER  UK,outside_scope
lidl gb,zero_rated
CARD POST OFFICE BIRMINGHAM,exempt
PAYMENT TO TESCO STORES 9225  DIRECT,zero_rated
DD EDF ENERGY 6449  REF-7484,reduced_rate
SQ *EDF ENERGY 3392 ONLINE STORE,reduced_rate
DD DIRECTOR DRAWINGS 8866 MANCHESTER PLC,outside_scope
SQ *TESCO EXPRESS 5011 UK,zero_rated
PAYMENT TO HMRC PAYMENTS 3207 ONLINE PLC,outside_scope
AA BREAKDOWN 3359 ONLINE STORE,exempt
IZ *BRITISH GAS ONLINE STORE,reduced_rate
PAYMENT TO POST OFFICE ONLINE UK,exempt
POS AMAZON UK 8164  REF-4308,standard_rate
Iz *Aa Breakdown 9507 Manchester Direct,exempt
PAYMENT TO LNER TICKETS 965 GLASGOW PLC,zero_rated
POS INTRA ACCOUNT TRANSFER UK ONLINE REF-4947,outside_scope
IZ *WESTMINSTER COUNCIL UK DIRECT,outside_scope
PAYMENT TO LINKEDIN PREMIUM LONDON ONLINE REF-9625,standard_rate
payment to director drawings 4679 london uk,outside_scope
POS GOOGLE WORKSPACE 6728 BRISTOL ONLINE,standard_rate
PAYMENT TO INTRA ACCOUNT TRANSFER 8892 LEEDS ONLINE,outside_scope
iz *royal mail  ltd,exempt
Payment To Asda Supermarket  Plc,zero_rated
PAYMENT TO ROYAL MAIL 7245 BIRMINGHAM STORE REF-4721,exempt
PAYMENT TO AA BREAKDOWN 1384  PLC REF-7969,exempt
SQ *AVIVA INSURANCE 4495 BRISTOL STORE,exempt
AMAZON EU 2969 ONLINE ONLINE,standard_rate
boots uk 1097 glasgow plc,standard_rate
DD HMRC PAYMENTS 8422  UK REF-3222,outside_scope
ALDI STORES 7462  STORE,zero_rated
BARCLAYS BANK,exempt
PAYMENT TO SAINSBURYS 8746  LTD REF-6134,zero_rated
sq *intra account transfer 227  plc,outside_scope
IZ *ROYAL MAIL LEEDS UK,exempt
CARD ROYAL MAIL 3062 BIRMINGHAM DIRECT,exempt
IZ *WATERSTONES 6869 GLASGOW PLC,zero_rated
BOOTS UK 2634 GLASGOW UK,standard_rate
PAYMENT TO ASDA SUPERMARKET 1562 BRISTOL,zero_rated
ROYAL MAIL 757  LTD REF-6623,exempt
IZ *SAGE SUBSCRIPTION 5517  STORE REF-1866,standard_rate
Quickbooks 6666 Leeds Plc,standard_rate
DD WATERSTONES 583 MANCHESTER PLC,zero_rated
PAYMENT TO XERO SOFTWARE GLASGOW PLC REF-6658,standard_rate
POS AA BREAKDOWN 3129  STORE,exempt
DD WESTMINSTER COUNCIL 5737  ONLINE,outside_scope
iz *sage subscription  online ref-3646,standard_rate
PAYMENT TO AMAZON KINDLE 8629  STORE REF-4748,zero_rated
XERO SOFTWARE 1458  STORE,standard_rate
DD AMAZON KINDLE MANCHESTER DIRECT REF-6022,zero_rated
Card Westminster Council Uk Store Ref-8130,outside_scope
CARD DELIVEROO LONDON LTD REF-5256,standard_rate
SQ *MICROSOFT 365 5233 MANCHESTER PLC,standard_rate
sq *hsbc bank fees 5201  store,exempt
CARD POST OFFICE 1447  UK REF-4055,exempt
CARD GOOGLE WORKSPACE 9687 GLASGOW DIRECT,standard_rate
PAYMENT TO WESTMINSTER COUNCIL 3046  ONLINE REF-4532,outside_scope
IZ *DIRECTOR DRAWINGS 1837  ONLINE,outside_scope
POS EDF ENERGY  ONLINE REF-2089,reduced_rate
IZ *UBER EATS 7985 UK UK REF-2818,standard_rate
Pos Deliveroo 994  Direct,standard_rate
PAYMENT TO TRAINLINE 9054 BRISTOL LTD REF-1267,zero_rated
payment to tesco stores 5981 leeds,zero_rated
CARD BOOTS UK 2969 BRISTOL PLC,standard_rate
INTRA ACCOUNT TRANSFER GLASGOW PLC REF-6308,outside_scope
IZ *AMAZON UK 8137 MANCHESTER DIRECT REF-9837,standard_rate
PAYMENT TO LIDL GB 1849  ONLINE REF-6886,zero_rated
iz *aviva insurance 5600 online direct ref-9334,exempt
Sq *British Gas 2086 Online Online Ref-9646,reduced_rate
DD AMAZON KINDLE GLASGOW ONLINE,zero_rated
IZ *ASDA SUPERMARKET 8624  LTD,zero_rated
CARD MICROSOFT 365 7009 BRISTOL UK,standard_rate
IZ *OCTOPUS ENERGY 2353 LEEDS UK,reduced_rate
DD BARCLAYS BANK 5147 LONDON STORE,exempt
pos octopus energy 4404 manchester uk,reduced_rate
Pos Waterstones 6522 Manchester Online Ref-5263,zero_rated
SQ *LIDL GB 2319  LTD,zero_rated
POS DIRECTOR DRAWINGS 3075  UK,outside_scope
CARD ASDA SUPERMARKET 4441,zero_rated
AVIVA INSURANCE MANCHESTER PLC,exempt
Dd Quickbooks Uk,standard_rate
AVIVA INSURANCE  PLC REF-2929,exempt
IZ *DIRECTOR DRAWINGS 5516  DIRECT,outside_scope
payment to payroll transfer 5046 birmingham uk ref-6477,outside_scope
DD MICROSOFT 365 2331 UK,standard_rate
payment to xero software 9713 glasgow ltd,standard_rate
DD GOOGLE WORKSPACE 9155  ONLINE REF-6314,standard_rate
IZ *QUICKBOOKS 5505 BRISTOL DIRECT REF-9844,standard_rate
PAYMENT TO ALDI STORES 2689,zero_rated
Card Google Workspace London Online,standard_rate
DD TRAINLINE 1474 LONDON LTD REF-9272,zero_rated
CARD WESTMINSTER COUNCIL 8285 LEEDS PLC REF-5173,outside_scope
CARD POST OFFICE 1883  LTD REF-5969,exempt
CARD EDF ENERGY LEEDS LTD,reduced_rate
CARD XERO SOFTWARE 9339  STORE REF-7130,standard_rate
CARD BARCLAYS BANK 4795 BRISTOL,exempt
POS EDF ENERGY  PLC,reduced_rate
POS AMAZON EU 3015  ONLINE,standard_rate
PAYMENT TO AMAZON KINDLE 3693 ONLINE LTD REF-4853,zero_rated
dd microsoft 365 3439 manchester ltd,standard_rate
Card Asda Supermarket 746 Manchester Uk Ref-6901,zero_rated
PAYMENT TO EON NEXT 6380  ONLINE,reduced_rate
iz *asda supermarket 5985  plc ref-3701,zero_rated
IZ *AVIVA INSURANCE  LTD REF-5427,exempt
DD EDF ENERGY BIRMINGHAM LTD REF-2104,reduced_rate
SQ *WATERSTONES 6294  REF-1847,zero_rated
DD QUICKBOOKS 3309 LONDON,standard_rate
DD NATIONAL EXPRESS GLASGOW LTD REF-4282,zero_rated
CARD HSBC BANK FEES 2275 ONLINE STORE,exempt
IZ *BRITISH GAS 8772 BIRMINGHAM PLC REF-7919,reduced_rate
POS AMAZON KINDLE GLASGOW STORE REF-4586,zero_rated
card tfl travel 3221 bristol ltd ref-3581,zero_rated
payment to post office manchester uk,exempt
Payment To Aa Breakdown 4759  Plc,exempt
AMAZON EU  PLC REF-6047,standard_rate
PAYMENT TO WESTMINSTER COUNCIL  STORE,outside_scope
sq *british gas london ltd ref-8354,reduced_rate
Dd Sage Subscription 9140 Manchester Ltd,standard_rate
PAYMENT TO SAGE SUBSCRIPTION LEEDS STORE REF-1132,standard_rate
PAYMENT TO LNER TICKETS  ONLINE,zero_rated
DD AMAZON UK  PLC,standard_rate
CARD DIRECTOR DRAWINGS 8457  ONLINE REF-3720,outside_scope
Dd Microsoft 365  Plc,standard_rate
ALDI STORES 7411  ONLINE,zero_rated
PAYMENT TO STATIONERY STATION 656 BRISTOL LTD REF-9931,standard_rate
IZ *AMAZON EU 8666  STORE REF-2684,standard_rate
dd aviva insurance 4659  store ref-8170,exempt
HSBC BANK FEES  ONLINE,exempt
POST OFFICE 5463 ONLINE PLC,exempt
IZ *WESTMINSTER COUNCIL 6530  UK,outside_scope
BOOTS UK 1929 LEEDS UK,standard_rate
IZ *TRAINLINE GLASGOW,zero_rated
DD AMAZON EU BIRMINGHAM UK REF-3973,standard_rate
Pos Tfl Travel  Ltd Ref-6850,zero_rated
PAYMENT TO AMAZON EU 317 LEEDS DIRECT,standard_rate
CARD HSBC BANK FEES  PLC,exempt
PAYMENT TO QUICKBOOKS 2005  LTD REF-9208,standard_rate
DD POST OFFICE 4043 UK UK,exempt
POS HMRC PAYMENTS 2560 LONDON UK,outside_scope
SQ *BARCLAYS BANK 3210  DIRECT,exempt
PAYMENT TO INTRA ACCOUNT TRANSFER 5909 LEEDS DIRECT,outside_scope
card tesco stores uk ltd ref-6374,zero_rated
stationery station  uk,standard_rate
PAYMENT TO XERO SOFTWARE 2627,standard_rate
SQ *DIRECTOR DRAWINGS 5703  UK REF-3288,outside_scope
DD ROYAL MAIL 9887  LTD,exempt
DD ALDI STORES  ONLINE REF-3196,zero_rated
CARD EDF ENERGY 551 BRISTOL LTD REF-9041,reduced_rate
iz *lner tickets birmingham ref-7599,zero_rated
IZ *HMRC PAYMENTS 2236 GLASGOW DIRECT,outside_scope
Sq *Google Workspace 5556 Birmingham Store Ref-1708,standard_rate
SQ *SAINSBURYS 8477  PLC REF-3545,zero_rated
POS DELIVEROO 429 LONDON ONLINE,standard_rate
IZ *HMRC PAYMENTS 3187  PLC REF-9438,outside_scope
PAYMENT TO WATERSTONES 7256 BIRMINGHAM STORE,zero_rated
payment to aviva insurance 643  plc,exempt
ASDA SUPERMARKET 811 ONLINE ONLINE REF-8028,zero_rated
ADOBE CREATIVE 9692 LEEDS LTD,standard_rate
SQ *WESTMINSTER COUNCIL 9202 LONDON STORE REF-5113,outside_scope
IZ *INTRA ACCOUNT TRANSFER LONDON ONLINE REF-8441,outside_scope
POST OFFICE 853 BRISTOL REF-6004,exempt
SQ *NATIONAL EXPRESS GLASGOW ONLINE REF-2140,zero_rated
IZ *LINKEDIN PREMIUM 952  REF-2664,standard_rate
IZ *SAGE SUBSCRIPTION 4089  STORE,standard_rate
CARD LINKEDIN PREMIUM 7281 LONDON STORE REF-7278,standard_rate
Google Workspace 6910 Online Ltd,standard_rate
pos aviva insurance 5207  plc ref-6002,exempt
payment to trainline 2119  plc ref-6326,zero_rated
IZ *AVIVA INSURANCE BIRMINGHAM STORE,exempt
INTRA ACCOUNT TRANSFER 8289 GLASGOW UK REF-7588,outside_scope
POS BRITISH GAS 5560  REF-2039,reduced_rate
SQ *GOOGLE WORKSPACE 6541 GLASGOW STORE,standard_rate
SQ *AMAZON EU 7760 GLASGOW LTD,standard_rate
ROYAL MAIL 8113 LEEDS REF-3247,exempt
sq *post office  ltd,exempt
POS LNER TICKETS 4430  DIRECT REF-7003,zero_rated
IZ *XERO SOFTWARE 7788  DIRECT REF-5262,standard_rate
Payment To Aldi Stores 4455,zero_rated
SQ *ROYAL MAIL,exempt
Payment To Sage Subscription 1186  Direct,standard_rate
SQ *ALDI STORES UK ONLINE,zero_rated
Dd Sainsburys  Online,zero_rated
PAYMENT TO BARCLAYS BANK 1302 LONDON PLC,exempt
CARD BRITISH GAS 6026  STORE,reduced_rate
dd lidl gb 5141  direct,zero_rated
CARD HSBC BANK FEES 9023  UK,exempt
Pos Adobe Creative 2779  Ref-8618,standard_rate
SQ *ALDI STORES 4167  STORE,zero_rated
SQ *TESCO STORES,zero_rated
Dd Sainsburys Online Direct,zero_rated
PAYMENT TO BARCLAYS BANK 4300 GLASGOW REF-8657,exempt
PAYMENT TO BRITISH GAS  ONLINE,reduced_rate
Card Stationery Station 8913 Online Plc Ref-9176,standard_rate
DD GOOGLE WORKSPACE 3240 UK PLC,standard_rate
dd post office 4102 manchester plc ref-2351,exempt
SQ *UBER EATS 9019  ONLINE,standard_rate
Pos Octopus Energy 103 Manchester Ltd Ref-4149,reduced_rate
DD LIDL GB 8853 GLASGOW UK REF-7382,zero_rated
pos lner tickets 6617 london direct,zero_rated
pos adobe creative 1178 birmingham,standard_rate
Card Sage Subscription Bristol Store,standard_rate
SQ *GOOGLE WORKSPACE 5747  REF-9023,standard_rate
SQ *LNER TICKETS ONLINE REF-7054,zero_rated
POS HMRC PAYMENTS 2777 LONDON REF-7654,outside_scope
pos amazon eu 405  direct,standard_rate
CARD ADOBE CREATIVE  ONLINE,standard_rate
IZ *WESTMINSTER COUNCIL  LTD REF-2604,outside_scope
Payment To Aa Breakdown 3445  Store Ref-7964,exempt
CARD WESTMINSTER COUNCIL 8169 MANCHESTER STORE,outside_scope
IZ *XERO SOFTWARE  STORE,standard_rate
POS ROYAL MAIL MANCHESTER UK REF-8315,exempt
PAYMENT TO INTRA ACCOUNT TRANSFER BRISTOL DIRECT REF-4524,outside_scope
PAYMENT TO ADOBE CREATIVE 7646 ONLINE STORE REF-6014,standard_rate
PAYMENT TO BRITISH GAS 4496  DIRECT,reduced_rate
CARD LNER TICKETS  ONLINE,zero_rated
QUICKBOOKS 359 BIRMINGHAM REF-3181,standard_rate
Sq *Aviva Insurance  Store,exempt
EON NEXT BIRMINGHAM STORE REF-2144,reduced_rate
DD LIDL GB UK STORE REF-5041,zero_rated
payment to xero software 1650 bristol plc,standard_rate
CARD LIDL GB GLASGOW DIRECT,zero_rated
HMRC SHIPLEY 4397 LONDON UK REF-8851,outside_scope
CARD SAINSBURYS MANCHESTER UK,zero_rated
pos royal mail 7017  uk,exempt
card barclays bank 9788  plc,exempt
Pos Hmrc Shipley 6082  Store Ref-7861,outside_scope
Sq *Amazon Kindle Uk Ltd,zero_rated
card amazon uk  direct ref-6556,standard_rate
Card Royal Mail 3476 Bristol Uk,exempt
CARD BRITISH GAS 7755 BIRMINGHAM LTD,reduced_rate
payment to lner tickets 1607 online direct,zero_rated
Card Quickbooks 4799 Glasgow Ref-5673,standard_rate
SQ *HSBC BANK FEES 4693 BIRMINGHAM STORE REF-1287,exempt
AVIVA INSURANCE  STORE,exempt
OCTOPUS ENERGY 4118 BRISTOL ONLINE,reduced_rate
dd hmrc payments 610 manchester,outside_scope
pos stationery station 8202 bristol store,standard_rate
IZ *AA BREAKDOWN 6619,exempt
IZ *BRITISH GAS LEEDS DIRECT,reduced_rate
HMRC SHIPLEY 7212 UK ONLINE,outside_scope
SQ *LNER TICKETS 9226 LONDON PLC REF-3748,zero_rated
POS NATIONAL EXPRESS 3457 MANCHESTER DIRECT REF-3691,zero_rated
POST OFFICE LEEDS UK,exempt
IZ *WESTMINSTER COUNCIL 8840  PLC REF-5620,outside_scope
POS UBER EATS 445  DIRECT REF-9179,standard_rate
CARD BARCLAYS BANK 4479  STORE,exempt
PAYMENT TO INTRA ACCOUNT TRANSFER 1467 MANCHESTER DIRECT,outside_scope
dd trainline  online,zero_rated
SQ *BOOTS UK 5155 ONLINE ONLINE,standard_rate
POS BARCLAYS BANK 9425 MANCHESTER DIRECT,exempt
Payment To Boots Uk 6044 London Plc Ref-4706,standard_rate
POS UBER EATS  UK,standard_rate
DD ADOBE CREATIVE  REF-2696,standard_rate
IZ *SAGE SUBSCRIPTION 7131 GLASGOW UK,standard_rate
IZ *ROYAL MAIL 2900 BIRMINGHAM LTD REF-2023,exempt
POS INTRA ACCOUNT TRANSFER BRISTOL ONLINE REF-3413,outside_scope
DD XERO SOFTWARE 1103  UK,standard_rate
DD EON NEXT,reduced_rate
POS MICROSOFT 365 3081  ONLINE REF-6453,standard_rate
Pos Barclays Bank 1663  Uk,exempt
IZ *NATIONAL EXPRESS,zero_rated
pos asda supermarket 6018  online,zero_rated
Card Waterstones 1858  Online,zero_rated
payment to payroll transfer 747 uk ref-4255,outside_scope
GOOGLE WORKSPACE 9695  LTD,standard_rate
SQ *WESTMINSTER COUNCIL  UK REF-3765,outside_scope
Dd Sage Subscription 4981  Store Ref-8015,standard_rate
CARD INTRA ACCOUNT TRANSFER 6527  PLC,outside_scope
PAYMENT TO HMRC SHIPLEY 7807 UK LTD,outside_scope
DD QUICKBOOKS 1637 BRISTOL ONLINE,standard_rate
PAYMENT TO ASDA SUPERMARKET 2038  DIRECT,zero_rated
Pos Boots Uk 9949 Leeds Store,standard_rate
sq *boots uk 2420 uk uk ref-6973,standard_rate
PAYMENT TO ROYAL MAIL MANCHESTER LTD,exempt
IZ *ASDA SUPERMARKET 4495  PLC REF-2522,zero_rated
payment to payroll transfer  online ref-9992,outside_scope
CARD AMAZON EU LEEDS DIRECT REF-7489,standard_rate
IZ *EON NEXT 3625  REF-8158,reduced_rate
IZ *AMAZON UK UK STORE,standard_rate
Pos Edf Energy Bristol Online,reduced_rate
DD AMAZON EU  STORE REF-8567,standard_rate
pos royal mail 120  ltd,exempt
IZ *TESCO STORES 8005 BRISTOL UK REF-4993,zero_rated
ALDI STORES 1208  UK REF-2063,zero_rated
DD DELIVEROO UK STORE REF-7881,standard_rate
payment to boots uk 9367 bristol direct,standard_rate
Quickbooks 626 Birmingham Store,standard_rate
Pos Lidl Gb 2896 Manchester Uk Ref-2047,zero_rated
TESCO STORES 7416 UK STORE,zero_rated
PAYMENT TO PAYROLL TRANSFER 4346 GLASGOW LTD,outside_scope
SQ *DELIVEROO 4029 ONLINE STORE REF-1759,standard_rate
CARD UBER EATS UK PLC REF-8659,standard_rate
Payment To Stationery Station  Direct,standard_rate
SQ *ALDI STORES MANCHESTER STORE,zero_rated
PAYMENT TO HMRC PAYMENTS 7134 GLASGOW STORE,outside_scope
SQ *HMRC PAYMENTS 856 MANCHESTER STORE,outside_scope
payment to google workspace 2250 bristol ltd,standard_rate
POS AMAZON UK  DIRECT REF-7535,standard_rate
pos lidl gb 5346 birmingham direct,zero_rated
POS DIRECTOR DRAWINGS 4264  PLC,outside_scope
Westminster Council 5581 Uk Uk,outside_scope
PAYMENT TO BOOTS UK 1748 LONDON UK,standard_rate
Dd Tesco Stores,zero_rated
SQ *BARCLAYS BANK  UK,exempt
DD AVIVA INSURANCE BIRMINGHAM LTD REF-9451,exempt
PAYMENT TO BARCLAYS BANK 4844  LTD,exempt
DD TFL TRAVEL  UK,zero_rated
DD LNER TICKETS 5407  UK,zero_rated
payment to boots uk 3035 uk uk ref-4296,standard_rate
LINKEDIN PREMIUM 9690 LEEDS UK,standard_rate
PAYMENT TO DIRECTOR DRAWINGS  DIRECT,outside_scope
